transaction_id,customer_id,timestamp,amount,transaction_type,merchant_category,location,account_age_days,customer_avg_amount,customer_transaction_count
TX00641,C0214,2026-02-13 09:14:00,984.76,UPI,Electronics,Mumbai,3332,1332.83,7
TX00502,C0446,2026-02-13 11:01:00,1155.16,ATM,Restaurant,Delhi,1214,1388.63,9
TX02328,C0019,2026-02-13 11:31:00,1461.92,UPI,Utilities,Bengaluru,1715,791.2,6
TX01542,C0494,2026-02-13 13:09:00,869.58,CARD,Utilities,Delhi,1196,1584.52,7
TX00679,C0407,2026-02-13 16:18:00,487.67,BANK_TRANSFER,Pharmacy,Jaipur,2361,1570.4,9
TX00007,C0125,2026-02-13 18:54:00,618.7,BANK_TRANSFER,Online Shopping,Dehradun,2725,902.67,5
TX00695,C0039,2026-02-13 22:32:00,693.41,CARD,Online Shopping,Pune,2588,2219.73,13
TX01261,C0246,2026-02-13 22:33:00,997.86,CARD,Electronics,Bengaluru,3611,1499.62,5
TX02473,C0047,2026-02-13 23:50:00,2082.14,UPI,Electronics,Chandigarh,2764,1345.73,9
TX02941,C0343,2026-02-14 00:03:00,981.39,CARD,Restaurant,Jaipur,1712,586.43,2
TX00398,C0224,2026-02-14 01:19:00,283.75,BANK_TRANSFER,Travel,Delhi,1312,926.43,9
TX00111,C0341,2026-02-14 01:31:00,1007.49,CARD,Travel,Chandigarh,3334,928.37,6
TX00629,C0046,2026-02-14 02:09:00,356.61,ATM,Grocery,Bengaluru,3035,984.55,6
TX00717,C0470,2026-02-14 02:35:00,1002.26,ATM,Restaurant,Pune,3277,1135.96,4
TX00172,C0253,2026-02-14 06:39:00,1100.22,ATM,Restaurant,Pune,728,10045.62,6
TX00467,C0461,2026-02-14 08:20:00,5468.27,ATM,Electronics,Bengaluru,1716,2901.41,7
TX00640,C0121,2026-02-14 09:58:00,190.47,ATM,Electronics,Delhi,2598,1975.0,5
TX00906,C0435,2026-02-14 10:03:00,711.61,UPI,Travel,Hyderabad,210,2267.54,13
TX00363,C0173,2026-02-14 10:24:00,269.5,ATM,Electronics,Delhi,2969,2082.19,12
TX00605,C0352,2026-02-14 11:09:00,1788.25,ATM,Restaurant,Pune,657,1649.8,5
TX00801,C0001,2026-02-14 13:31:00,674.26,UPI,Utilities,Hyderabad,3204,1526.54,11
TX00788,C0300,2026-02-14 13:44:00,1874.61,ATM,Grocery,Delhi,1985,4168.31,6
TX01613,C0227,2026-02-14 22:52:00,1225.55,UPI,Utilities,Jaipur,1509,8868.64,10
TX02766,C0173,2026-02-15 02:35:00,7720.12,ATM,Pharmacy,Pune,2969,2082.19,12
TX00291,C0253,2026-02-15 02:38:00,373.44,UPI,Restaurant,Jaipur,728,10045.62,6
TX00785,C0026,2026-02-15 02:46:00,1150.84,CARD,Pharmacy,Bengaluru,2463,1128.78,6
TX02523,C0149,2026-02-15 03:58:00,2920.23,CARD,Electronics,Delhi,532,2098.03,9
TX00384,C0014,2026-02-15 04:20:00,1170.57,UPI,Grocery,Pune,2165,1497.51,11
TX01019,C0297,2026-02-15 04:49:00,2272.42,BANK_TRANSFER,Restaurant,Chandigarh,689,1486.68,2
TX00758,C0387,2026-02-15 08:18:00,2586.65,CARD,Restaurant,Hyderabad,3134,2066.03,7
TX00477,C0476,2026-02-15 08:56:00,236.37,BANK_TRANSFER,Grocery,Dehradun,1920,843.02,9
TX01341,C0406,2026-02-15 09:07:00,660.79,UPI,Grocery,Jaipur,827,900.82,7
TX00262,C0469,2026-02-15 13:54:00,720.31,BANK_TRANSFER,Travel,Delhi,275,1473.48,6
TX01666,C0040,2026-02-15 15:17:00,2092.66,CARD,Utilities,Chandigarh,2077,1108.32,8
TX01448,C0372,2026-02-15 16:38:00,4561.15,BANK_TRANSFER,Restaurant,Mumbai,986,2556.33,3
TX02338,C0129,2026-02-15 17:58:00,1021.3,BANK_TRANSFER,Utilities,Delhi,1552,2168.94,5
TX00018,C0491,2026-02-15 18:55:00,3935.86,BANK_TRANSFER,Pharmacy,Jaipur,1001,1212.99,7
TX01281,C0422,2026-02-15 19:28:00,410.89,UPI,Utilities,Chandigarh,1273,2112.55,11
TX00754,C0152,2026-02-15 19:44:00,6055.65,UPI,Grocery,Chandigarh,834,2173.29,10
TX01485,C0426,2026-02-15 22:33:00,1775.35,UPI,Utilities,Bengaluru,3474,1054.76,4
TX02642,C0279,2026-02-15 23:07:00,1480.56,UPI,Online Shopping,Pune,796,808.66,4
TX00052,C0058,2026-02-16 01:03:00,344.15,BANK_TRANSFER,Travel,Delhi,2918,683.86,8
TX00877,C0132,2026-02-16 04:05:00,4150.1,BANK_TRANSFER,Restaurant,Mumbai,1728,1769.98,5
TX00890,C0125,2026-02-16 06:19:00,709.55,BANK_TRANSFER,Electronics,Dehradun,2725,902.67,5
TX02438,C0146,2026-02-16 11:09:00,583.6,UPI,Travel,Hyderabad,3007,683.37,9
TX00245,C0265,2026-02-16 13:06:00,1100.98,CARD,Grocery,Dehradun,1183,1018.64,3
TX00108,C0218,2026-02-16 16:20:00,1576.01,CARD,Electronics,Hyderabad,1430,1809.05,6
TX01747,C0467,2026-02-16 19:07:00,782.33,BANK_TRANSFER,Utilities,Dehradun,3205,1233.2,6
TX00895,C0143,2026-02-16 20:41:00,240.79,ATM,Grocery,Jaipur,230,1078.24,8
TX01161,C0313,2026-02-17 00:09:00,884.77,ATM,Travel,Hyderabad,1693,1185.52,7
TX02731,C0276,2026-02-17 00:52:00,171.09,UPI,Pharmacy,Bengaluru,3285,723.73,3
TX02504,C0060,2026-05-28 19:25:00,287.55,UPI,Online Shopping,Mumbai,1327,1354.0,7
TX01920,C0338,2026-02-17 02:56:00,1343.46,BANK_TRANSFER,Online Shopping,Jaipur,1213,1187.53,4
TX01013,C0378,2026-02-17 03:35:00,3403.07,UPI,Travel,Delhi,1330,1468.4,5
TX01117,C0429,2026-02-17 05:49:00,4565.25,UPI,Pharmacy,Pune,1798,2087.21,3
TX01129,C0194,2026-02-17 06:32:00,1601.36,CARD,Online Shopping,Dehradun,3344,1728.11,4
TX00779,C0062,2026-02-17 08:54:00,1703.51,CARD,Electronics,Mumbai,630,1819.25,7
TX02436,C0420,2026-06-19 13:05:00,1528.21,UPI,Electronics,Chandigarh,46,1830.31,8
TX00069,C0096,2026-02-17 12:48:00,542.24,UPI,Travel,Delhi,231,1185.61,7
TX01002,C0496,2026-02-17 15:59:00,1844.87,CARD,Electronics,Hyderabad,3455,1283.51,6
TX02326,C0132,2026-02-17 18:29:00,655.08,BANK_TRANSFER,Grocery,Bengaluru,1728,1769.98,5
TX00598,C0008,2026-02-17 18:56:00,808.48,ATM,Online Shopping,Bengaluru,1668,1545.23,9
TX01068,C0364,2026-02-17 21:27:00,1027.03,BANK_TRANSFER,Utilities,Hyderabad,2230,1600.47,7
TX01283,C0017,2026-02-18 01:03:00,2089.56,ATM,Travel,Mumbai,2949,1497.47,8
TX00437,C0371,2026-02-18 01:55:00,1389.36,ATM,Utilities,Delhi,3264,1166.57,10
TX02154,C0164,2026-02-18 03:47:00,1896.93,BANK_TRANSFER,Electronics,Delhi,532,1496.1,10
TX01070,C0179,2026-02-18 05:10:00,681.38,CARD,Travel,Chandigarh,1050,1119.18,6
TX01853,C0162,2026-02-18 12:27:00,551.99,BANK_TRANSFER,Electronics,Chandigarh,1058,577.81,3
TX00842,C0444,2026-02-18 13:47:00,563.41,ATM,Travel,Pune,3005,1403.58,8
TX02734,C0266,2026-02-18 14:23:00,2006.04,UPI,Utilities,Chandigarh,1106,6751.67,6
TX02233,C0217,2026-02-18 14:35:00,667.88,CARD,Grocery,Pune,1438,1409.34,8
TX00351,C0348,2026-02-18 14:45:00,1484.31,UPI,Travel,Dehradun,2229,1870.41,5
TX00566,C0081,2026-02-18 14:56:00,345.53,BANK_TRANSFER,Restaurant,Mumbai,3182,1008.34,4
TX01742,C0344,2026-02-18 16:58:00,903.16,CARD,Pharmacy,Jaipur,2893,1583.55,7
TX00463,C0342,2026-05-04 12:03:00,531.39,ATM,Electronics,Chandigarh,3200,1396.52,10
TX00193,C0413,2026-02-18 19:34:00,1680.56,CARD,Pharmacy,Chandigarh,845,982.54,4
TX00671,C0154,2026-02-18 20:37:00,1186.96,UPI,Utilities,Pune,2761,1193.2,11
TX00552,C0347,2026-02-18 23:08:00,659.96,BANK_TRANSFER,Restaurant,Chandigarh,433,1182.78,5
TX01025,C0101,2026-02-18 23:51:00,1290.15,ATM,Utilities,Jaipur,3372,1325.08,9
TX02708,C0429,2026-02-19 00:56:00,1201.28,BANK_TRANSFER,Online Shopping,Mumbai,1798,2087.21,3
TX02353,C0473,2026-04-15 19:56:00,1893.65,ATM,Utilities,Delhi,1735,1171.05,5
TX01590,C0262,2026-02-19 02:04:00,1024.85,BANK_TRANSFER,Pharmacy,Dehradun,2462,1230.77,8
TX02931,C0247,2026-02-19 03:28:00,436.69,CARD,Grocery,Hyderabad,3487,993.61,7
TX01630,C0476,2026-02-19 05:06:00,267.33,UPI,Utilities,Delhi,1920,843.02,9
TX01769,C0192,2026-02-06 12:08:00,567.3,BANK_TRANSFER,Grocery,Hyderabad,1213,1373.95,9
TX01407,C0374,2026-02-19 06:45:00,563.73,ATM,Pharmacy,Dehradun,190,1273.23,9
TX01828,C0459,2026-04-04 10:35:00,2792.61,UPI,Utilities,Mumbai,3389,1869.6,13
TX01764,C0352,2026-02-19 08:38:00,591.3,UPI,Utilities,Bengaluru,657,1649.8,5
TX00741,C0437,2026-02-19 09:09:00,947.95,BANK_TRANSFER,Travel,Dehradun,3200,888.15,4
TX02617,C0442,2026-02-19 10:07:00,1110.88,BANK_TRANSFER,Utilities,Hyderabad,2330,13944.45,6
TX01554,C0485,2026-02-19 11:01:00,17467.98,UPI,Travel,Dehradun,714,3141.51,10
TX02526,C0432,2026-02-19 11:15:00,3031.71,CARD,Online Shopping,Dehradun,3450,1403.74,6
TX02347,C0199,2026-02-19 13:41:00,2979.22,CARD,Restaurant,Pune,2634,2018.79,4
TX01277,C0341,2026-02-19 13:42:00,546.68,BANK_TRANSFER,Travel,Dehradun,3334,928.37,6
TX02149,C0261,2026-02-19 13:57:00,2424.1,BANK_TRANSFER,Utilities,Hyderabad,3326,1835.09,8
TX02398,C0364,2026-02-19 15:48:00,1332.11,BANK_TRANSFER,Pharmacy,Chandigarh,2230,1600.47,7
TX01490,C0227,2026-02-19 17:18:00,76722.46,BANK_TRANSFER,Restaurant,Delhi,1509,8868.64,10
TX01584,C0313,2026-02-19 18:13:00,1358.66,CARD,Restaurant,Hyderabad,1693,1185.52,7
TX00715,C0228,2026-02-19 18:34:00,819.07,BANK_TRANSFER,Online Shopping,Delhi,1464,1691.74,7
TX01684,C0147,2026-02-19 19:00:00,1757.17,CARD,Grocery,Chandigarh,3134,1314.94,8
TX02865,C0376,2026-02-19 20:06:00,260.87,ATM,Online Shopping,Hyderabad,2878,1700.21,8
TX00432,C0046,2026-02-19 21:25:00,3248.29,ATM,Travel,Jaipur,3035,984.55,6
TX01190,C0500,2026-02-19 21:38:00,845.57,BANK_TRANSFER,Travel,Mumbai,2012,1242.57,9
TX02223,C0012,2026-02-19 22:06:00,520.4,UPI,Pharmacy,Dehradun,360,1693.95,15
TX01372,C0039,2026-02-19 23:18:00,1410.37,CARD,Restaurant,Hyderabad,2588,2219.73,13
TX00013,C0180,2026-02-20 02:19:00,1125.4,UPI,Restaurant,Jaipur,125,1006.67,6
TX00457,C0177,2026-02-20 04:03:00,4288.24,BANK_TRANSFER,Pharmacy,Delhi,3342,7710.19,9
TX00490,C0458,2026-03-01 07:12:00,2340.32,BANK_TRANSFER,Online Shopping,Pune,655,3060.46,6
TX01366,C0217,2026-02-20 04:38:00,1758.49,ATM,Restaurant,Delhi,1438,1409.34,8
TX01296,C0287,2026-02-20 06:36:00,564.09,UPI,Pharmacy,Hyderabad,2829,17404.88,6
TX00523,C0236,2026-02-20 10:21:00,1596.64,CARD,Grocery,Jaipur,3475,1333.69,7
TX00688,C0015,2026-02-20 12:25:00,617.42,UPI,Travel,Hyderabad,3474,2507.41,6
TX00731,C0320,2026-02-20 14:25:00,1402.63,BANK_TRANSFER,Grocery,Pune,1999,1236.38,8
TX01058,C0386,2026-02-20 14:40:00,388.78,BANK_TRANSFER,Restaurant,Dehradun,669,2758.11,7
TX00436,C0082,2026-02-20 16:58:00,154.72,UPI,Electronics,Delhi,1985,1235.6,8
TX00219,C0268,2026-02-20 17:26:00,66163.94,UPI,Travel,Pune,2807,12892.38,6
TX02174,C0264,2026-02-20 18:41:00,2958.35,BANK_TRANSFER,Restaurant,Dehradun,1691,1643.44,12
TX02758,C0482,2026-02-20 20:54:00,216.22,CARD,Grocery,Pune,1559,1328.18,10
TX00377,C0147,2026-02-20 20:55:00,1191.45,ATM,Grocery,Pune,3134,1314.94,8
TX01061,C0475,2026-02-21 00:16:00,446.14,BANK_TRANSFER,Grocery,Delhi,567,1604.89,4
TX00628,C0346,2026-02-21 03:56:00,891.69,CARD,Travel,Dehradun,1184,584.86,5
TX00352,C0190,2026-02-21 04:28:00,844.4,CARD,Travel,Hyderabad,1089,1475.66,6
TX00800,C0047,2026-02-21 04:36:00,1953.24,ATM,Electronics,Delhi,2764,1345.73,9
TX02551,C0167,2026-02-21 04:41:00,2643.73,BANK_TRANSFER,Travel,Pune,900,2395.15,4
TX01942,C0160,2026-02-21 04:55:00,4014.56,ATM,Grocery,Mumbai,1515,1445.65,10
TX01878,C0500,2026-02-21 05:31:00,3226.0,BANK_TRANSFER,Utilities,Jaipur,2012,1242.57,9
TX00396,C0012,2026-02-21 06:14:00,1160.64,ATM,Travel,Hyderabad,360,1693.95,15
TX02896,C0112,2026-02-21 06:42:00,2407.87,UPI,Pharmacy,Chandigarh,2294,2501.72,4
TX02625,C0208,2026-02-21 07:27:00,179.17,CARD,Electronics,Dehradun,1384,19492.11,4
TX02179,C0064,2026-02-21 09:16:00,763.94,ATM,Travel,Bengaluru,2091,605.36,3
TX00403,C0408,2026-02-21 09:19:00,3980.92,CARD,Restaurant,Dehradun,2956,1834.16,5
TX01698,C0170,2026-02-21 09:38:00,4333.56,ATM,Pharmacy,Mumbai,236,4991.01,7
TX01702,C0422,2026-02-21 11:24:00,1425.34,UPI,Electronics,Dehradun,1273,2112.55,11
TX01382,C0354,2026-02-21 13:18:00,1777.09,UPI,Online Shopping,Pune,1678,2184.55,5
TX02056,C0202,2026-02-21 18:48:00,795.2,ATM,Restaurant,Mumbai,2723,1433.21,8
TX01992,C0041,2026-02-21 21:02:00,1466.54,UPI,Restaurant,Chandigarh,3577,1063.19,5
TX00985,C0302,2026-02-21 21:03:00,312.83,ATM,Travel,Dehradun,1399,1227.65,9
TX00964,C0411,2026-02-22 00:37:00,1320.93,BANK_TRANSFER,Travel,Bengaluru,482,2120.45,5
TX01648,C0463,2026-02-22 02:05:00,1013.42,UPI,Pharmacy,Bengaluru,184,1001.57,6
TX01640,C0040,2026-02-22 02:08:00,2678.93,CARD,Utilities,Dehradun,2077,1108.32,8
TX02903,C0436,2026-02-22 02:55:00,614.25,BANK_TRANSFER,Pharmacy,Chandigarh,636,1676.23,8
TX00919,C0111,2026-02-22 04:38:00,45488.06,CARD,Restaurant,Jaipur,821,5289.47,11
TX01131,C0113,2026-02-22 06:49:00,2547.28,ATM,Pharmacy,Delhi,793,2407.68,6
TX00642,C0239,2026-02-22 10:35:00,298.55,UPI,Electronics,Dehradun,3334,1895.07,10
TX01629,C0123,2026-02-22 11:34:00,1457.56,CARD,Restaurant,Hyderabad,1182,1263.45,3
TX00485,C0023,2026-02-22 12:55:00,1453.95,CARD,Restaurant,Chandigarh,1545,1053.15,5
TX00314,C0145,2026-02-22 14:54:00,1008.32,BANK_TRANSFER,Pharmacy,Pune,809,1571.04,11
TX01782,C0270,2026-02-22 15:46:00,2477.82,CARD,Restaurant,Delhi,1763,1030.58,5
TX01628,C0323,2026-02-22 18:29:00,635.31,UPI,Travel,Chandigarh,3399,1047.79,6
TX02097,C0262,2026-04-01 09:50:00,2288.61,UPI,Grocery,Chandigarh,2462,1230.77,8
TX01558,C0295,2026-02-22 22:03:00,1102.51,ATM,Travel,Hyderabad,3450,1102.06,5
TX02692,C0262,2026-02-22 22:26:00,2105.86,UPI,Grocery,Chandigarh,2462,1230.77,8
TX02383,C0012,2026-02-22 23:21:00,524.39,UPI,Grocery,Mumbai,360,1693.95,15
TX00168,C0012,2026-02-23 02:30:00,5882.36,BANK_TRANSFER,Restaurant,Delhi,360,1693.95,15
TX02780,C0447,2026-02-23 06:48:00,1079.48,UPI,Travel,Hyderabad,3357,9693.25,6
TX02105,C0268,2026-02-23 07:34:00,6366.79,CARD,Pharmacy,Delhi,2807,12892.38,6
TX02134,C0111,2026-02-23 08:01:00,1860.11,BANK_TRANSFER,Electronics,Hyderabad,821,5289.47,11
TX01428,C0282,2026-02-23 12:14:00,1825.91,CARD,Restaurant,Dehradun,2961,1438.36,10
TX02636,C0136,2026-02-23 13:00:00,3033.9,UPI,Grocery,Delhi,1826,1879.13,8
TX02851,C0086,2026-02-23 17:18:00,2789.14,UPI,Electronics,Mumbai,1051,1276.73,7
TX02993,C0337,2026-02-23 17:50:00,983.54,ATM,Restaurant,Chandigarh,3138,968.33,6
TX02080,C0020,2026-02-23 21:15:00,623.75,CARD,Online Shopping,Mumbai,3410,876.09,7
TX00094,C0185,2026-02-23 23:19:00,924.23,UPI,Grocery,Dehradun,2308,2062.03,3
TX00594,C0095,2026-02-23 23:36:00,772.5,BANK_TRANSFER,Electronics,Hyderabad,191,664.87,8
TX01568,C0199,2026-02-23 23:42:00,3143.26,BANK_TRANSFER,Utilities,Hyderabad,2634,2018.79,4
TX01450,C0483,2026-02-24 00:02:00,149.59,BANK_TRANSFER,Restaurant,Chandigarh,2980,1072.43,8
TX01074,C0455,2026-02-24 00:17:00,3157.58,BANK_TRANSFER,Restaurant,Hyderabad,1376,11810.65,9
TX00694,C0202,2026-02-24 02:10:00,426.74,ATM,Pharmacy,Chandigarh,2723,1433.21,8
TX00935,C0254,2026-02-24 03:15:00,1595.2,ATM,Utilities,Jaipur,2190,2538.35,5
TX02441,C0077,2026-02-24 03:56:00,392.09,CARD,Pharmacy,Bengaluru,2586,1233.34,5
TX02418,C0470,2026-02-24 04:03:00,466.59,BANK_TRANSFER,Travel,Hyderabad,3277,1135.96,4
TX00484,C0437,2026-02-24 04:39:00,652.61,CARD,Grocery,Chandigarh,3200,888.15,4
TX00241,C0445,2026-02-24 05:49:00,94.45,BANK_TRANSFER,Restaurant,Dehradun,2036,1721.76,9
TX00885,C0295,2026-02-24 06:44:00,2602.59,ATM,Grocery,Jaipur,3450,1102.06,5
TX02733,C0256,2026-02-24 07:02:00,1400.83,CARD,Grocery,Jaipur,671,1344.76,6
TX00858,C0060,2026-02-24 07:20:00,3576.01,UPI,Utilities,Pune,1327,1354.0,7
TX01725,C0077,2026-02-24 10:30:00,3386.67,BANK_TRANSFER,Utilities,Mumbai,2586,1233.34,5
TX01947,C0092,2026-02-24 13:04:00,4127.92,UPI,Grocery,Chandigarh,2479,2063.22,9
TX01150,C0380,2026-02-24 19:18:00,10555.42,ATM,Grocery,Mumbai,1557,2726.98,6
TX00848,C0459,2026-04-04 10:38:00,398.12,BANK_TRANSFER,Travel,Bengaluru,3389,1869.6,13
TX01502,C0379,2026-02-24 20:56:00,569.9,ATM,Electronics,Delhi,845,1179.34,10
TX00592,C0183,2026-02-24 23:21:00,1457.79,BANK_TRANSFER,Travel,Bengaluru,2562,3015.84,6
TX01598,C0099,2026-02-25 00:13:00,343.34,BANK_TRANSFER,Travel,Jaipur,2347,2043.25,6
TX00354,C0369,2026-02-25 04:08:00,869.55,ATM,Pharmacy,Hyderabad,367,2083.23,7
TX00860,C0349,2026-05-02 09:40:00,299.97,ATM,Utilities,Bengaluru,2131,1475.19,8
TX02376,C0450,2026-02-25 07:39:00,659.82,UPI,Travel,Delhi,2095,8258.79,12
TX02060,C0093,2026-02-25 08:35:00,225.38,UPI,Restaurant,Mumbai,2807,1845.66,6
TX00145,C0475,2026-02-25 11:27:00,478.2,ATM,Restaurant,Chandigarh,567,1604.89,4
TX02916,C0425,2026-06-26 17:35:00,2621.48,CARD,Utilities,Jaipur,1099,1134.93,8
TX01714,C0394,2026-02-25 13:26:00,1940.17,UPI,Pharmacy,Dehradun,2827,3538.42,6
TX00005,C0063,2026-02-25 15:08:00,1023.77,CARD,Travel,Bengaluru,2393,1534.34,9
TX00660,C0127,2026-02-25 15:37:00,720.16,CARD,Online Shopping,Chandigarh,3164,2217.58,4
TX00784,C0392,2026-02-25 16:58:00,1257.75,CARD,Utilities,Bengaluru,3476,2284.46,4
TX00959,C0047,2026-02-25 17:21:00,3357.6,CARD,Electronics,Hyderabad,2764,1345.73,9
TX02979,C0491,2026-02-25 18:53:00,348.83,UPI,Travel,Dehradun,1001,1212.99,7
TX01960,C0414,2026-02-25 19:27:00,203.15,BANK_TRANSFER,Grocery,Hyderabad,688,613.92,5
TX00680,C0238,2026-02-25 20:08:00,3127.21,BANK_TRANSFER,Travel,Chandigarh,1525,21875.97,4
TX00966,C0115,2026-02-25 20:38:00,1348.93,CARD,Grocery,Jaipur,409,1421.19,5
TX00456,C0239,2026-02-26 00:07:00,1618.23,BANK_TRANSFER,Utilities,Mumbai,3334,1895.07,10
TX01053,C0244,2026-02-26 04:49:00,1367.77,BANK_TRANSFER,Travel,Pune,593,1245.03,3
TX01874,C0079,2026-02-26 08:17:00,766.05,UPI,Pharmacy,Chandigarh,64,1323.61,5
TX00861,C0328,2026-02-26 08:23:00,1343.38,CARD,Pharmacy,Bengaluru,2423,10347.89,9
TX00899,C0225,2026-02-26 10:13:00,314.04,ATM,Pharmacy,Bengaluru,3460,1052.93,4
TX01780,C0210,2026-02-26 10:53:00,358.18,UPI,Grocery,Delhi,1559,944.86,4
TX00776,C0094,2026-02-26 11:00:00,4490.69,ATM,Travel,Delhi,1609,3123.91,3
TX00316,C0217,2026-02-26 11:04:00,853.96,BANK_TRANSFER,Grocery,Hyderabad,1438,1409.34,8
TX01788,C0251,2026-02-26 12:44:00,771.58,CARD,Utilities,Delhi,3029,1332.78,9
TX02088,C0420,2026-02-26 13:17:00,224.03,UPI,Grocery,Jaipur,46,1830.31,8
TX01562,C0344,2026-02-26 14:56:00,2363.17,CARD,Restaurant,Jaipur,2893,1583.55,7
TX02740,C0289,2026-02-26 15:52:00,716.77,UPI,Pharmacy,Dehradun,638,1001.91,11
TX02456,C0312,2026-02-26 16:50:00,2154.01,CARD,Pharmacy,Delhi,1989,2241.79,7
TX01062,C0418,2026-02-26 19:53:00,1201.14,CARD,Pharmacy,Chandigarh,3150,1462.94,6
TX01317,C0363,2026-02-26 21:22:00,1189.14,CARD,Online Shopping,Dehradun,128,1397.04,5
TX01267,C0442,2026-02-26 21:57:00,3385.47,UPI,Online Shopping,Bengaluru,2330,13944.45,6
TX01705,C0133,2026-04-10 14:05:00,1179.63,CARD,Utilities,Mumbai,448,1738.44,11
TX00127,C0394,2026-02-27 06:52:00,3980.31,UPI,Travel,Dehradun,2827,3538.42,6
TX01338,C0111,2026-02-27 10:21:00,479.6,BANK_TRANSFER,Online Shopping,Bengaluru,821,5289.47,11
TX01726,C0477,2026-02-27 18:10:00,788.2,BANK_TRANSFER,Utilities,Bengaluru,1871,2005.42,8
TX00505,C0488,2026-02-27 19:26:00,3626.4,BANK_TRANSFER,Travel,Bengaluru,2589,2487.2,2
TX01221,C0195,2026-02-27 21:49:00,1945.46,CARD,Pharmacy,Mumbai,3187,1145.02,6
TX01293,C0469,2026-02-28 00:10:00,4520.88,ATM,Travel,Jaipur,275,1473.48,6
TX01635,C0226,2026-02-28 02:19:00,205.03,BANK_TRANSFER,Utilities,Dehradun,739,1273.47,10
TX02286,C0475,2026-02-28 05:05:00,3744.61,BANK_TRANSFER,Restaurant,Dehradun,567,1604.89,4
TX01954,C0353,2026-02-28 05:41:00,368.76,ATM,Utilities,Chandigarh,616,961.77,7
TX02045,C0454,2026-02-28 05:42:00,2187.92,UPI,Travel,Mumbai,599,1396.8,7
TX02511,C0458,2026-02-28 10:11:00,9009.78,BANK_TRANSFER,Pharmacy,Hyderabad,655,3060.46,6
TX01008,C0127,2026-02-28 11:25:00,1803.19,UPI,Travel,Pune,3164,2217.58,4
TX01065,C0128,2026-02-28 11:38:00,3130.31,UPI,Pharmacy,Mumbai,1192,1856.42,4
TX01203,C0151,2026-02-28 13:08:00,1126.02,BANK_TRANSFER,Online Shopping,Bengaluru,1781,1515.67,7
TX00098,C0069,2026-02-28 17:44:00,4793.25,BANK_TRANSFER,Utilities,Jaipur,2642,958.6,10
TX02930,C0203,2026-04-01 00:19:00,3477.21,ATM,Restaurant,Hyderabad,825,1415.33,4
TX00691,C0119,2026-02-28 20:53:00,826.51,ATM,Grocery,Hyderabad,2092,1511.96,7
TX00824,C0130,2026-02-28 22:17:00,751.47,UPI,Grocery,Mumbai,2670,996.99,12
TX01073,C0025,2026-03-01 02:29:00,278.84,BANK_TRANSFER,Utilities,Jaipur,2883,1548.69,12
TX02999,C0329,2026-03-01 04:03:00,476.23,ATM,Travel,Dehradun,653,787.22,4
TX02663,C0161,2026-03-01 04:04:00,1082.12,BANK_TRANSFER,Online Shopping,Chandigarh,2720,1554.39,9
TX01194,C0398,2026-01-17 20:55:00,2717.66,BANK_TRANSFER,Restaurant,Dehradun,3466,1422.34,4
TX00701,C0126,2026-06-21 12:19:00,647.72,UPI,Utilities,Dehradun,1525,841.99,7
TX02275,C0458,2026-03-01 07:06:00,1885.27,UPI,Grocery,Hyderabad,655,3060.46,6
TX02789,C0467,2026-03-01 13:21:00,2981.72,UPI,Pharmacy,Delhi,3205,1233.2,6
TX01761,C0278,2026-03-01 14:30:00,1047.44,CARD,Utilities,Mumbai,430,980.9,3
TX00847,C0376,2026-03-01 15:30:00,674.63,UPI,Grocery,Dehradun,2878,1700.21,8
TX02662,C0288,2026-03-01 20:33:00,582.46,UPI,Restaurant,Delhi,2221,1260.21,11
TX02444,C0345,2026-03-01 21:21:00,2926.53,ATM,Utilities,Chandigarh,2285,1927.92,6
TX01482,C0161,2026-03-01 22:03:00,2974.27,BANK_TRANSFER,Restaurant,Delhi,2720,1554.39,9
TX00218,C0037,2026-03-01 23:57:00,1204.59,BANK_TRANSFER,Travel,Pune,504,13505.11,4
TX00606,C0195,2026-03-02 00:41:00,1575.32,ATM,Online Shopping,Dehradun,3187,1145.02,6
TX01395,C0303,2026-03-02 01:09:00,534.44,BANK_TRANSFER,Travel,Jaipur,2016,1221.65,13
TX00700,C0474,2026-03-02 02:32:00,441.75,BANK_TRANSFER,Restaurant,Delhi,2836,1663.72,8
TX02965,C0277,2026-03-02 04:20:00,159.96,BANK_TRANSFER,Pharmacy,Mumbai,152,1305.17,8
TX02364,C0456,2026-03-02 05:14:00,79269.3,UPI,Electronics,Hyderabad,1925,16540.77,5
TX01638,C0009,2026-03-02 07:28:00,1506.64,ATM,Travel,Bengaluru,2199,1370.34,7
TX01559,C0440,2026-03-02 10:15:00,663.32,BANK_TRANSFER,Grocery,Dehradun,1169,1641.76,8
TX00990,C0104,2026-03-02 12:04:00,198.56,BANK_TRANSFER,Electronics,Chandigarh,1305,1367.55,7
TX02603,C0130,2026-03-02 12:06:00,1873.28,ATM,Online Shopping,Mumbai,2670,996.99,12
TX00449,C0005,2026-03-02 12:23:00,394.0,CARD,Restaurant,Jaipur,1160,1298.9,11
TX01498,C0274,2026-03-02 12:33:00,725.61,BANK_TRANSFER,Grocery,Bengaluru,3540,789.25,4
TX01419,C0365,2026-03-02 13:40:00,4270.64,UPI,Online Shopping,Bengaluru,1914,2345.72,10
TX00425,C0417,2026-03-02 14:44:00,1947.08,CARD,Restaurant,Chandigarh,1245,1266.79,7
