transaction_id,customer_id,timestamp,amount,transaction_type,merchant_category,location,previous_location,customer_avg_amount,amount_deviation_ratio,transactions_last_10min,transactions_last_1hr,risk_reasons,anomaly_score,risk_score,risk_level,score_breakdown,investigation_rationale,recommended_action
TX01051,C0291,2026-04-20 03:56:00,52082.86,CARD,Restaurant,Jaipur,Bengaluru,7019.18888888889,7.420068162354941,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.13180441801114928,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹52,082.86 is unusually high. Transaction amount is 7.4x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02387,C0293,2026-04-24 08:41:00,1314.78,ATM,Pharmacy,Bengaluru,Dehradun,1099.6692307692308,1.195614065768028,2,2,RAPID_LOCATION_CHANGE,-0.029070097223801494,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02527,C0293,2026-04-24 08:44:00,308.81,CARD,Utilities,Delhi,Bengaluru,1099.6692307692308,0.28082080625642675,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08704676945412682,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Bengaluru to Delhi within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01754,C0319,2026-06-22 20:34:00,1623.58,BANK_TRANSFER,Pharmacy,Mumbai,Bengaluru,958.7,1.6935224783561071,2,2,RAPID_LOCATION_CHANGE,-0.022397731117363207,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Bengaluru to Mumbai at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00646,C0319,2026-06-22 20:37:00,465.97,UPI,Pharmacy,Bengaluru,Mumbai,958.7,0.48604360070929387,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07321588978721316,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Mumbai to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01560,C0319,2026-06-22 20:40:00,771.95,CARD,Utilities,Dehradun,Bengaluru,958.7,0.8052049650568478,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11463061685395759,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Bengaluru to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01767,C0324,2026-04-18 12:43:00,76204.29,UPI,Restaurant,Mumbai,Hyderabad,12337.300000000001,6.176739643195836,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.1275838655308682,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹76,204.29 is unusually high. Transaction amount is 6.2x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02374,C0328,2026-03-10 16:35:00,78161.46,ATM,Utilities,Bengaluru,Bengaluru,10347.885555555556,7.553374994376199,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.1393133850959728,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹78,161.46 is unusually high. Transaction amount is 7.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02421,C0334,2026-04-02 03:10:00,55446.73,BANK_TRANSFER,Electronics,Hyderabad,Bengaluru,13224.696000000002,4.192665752014261,1,1,HIGH_AMOUNT,-0.08976374924904229,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹55,446.73 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX02335,C0339,2026-03-12 14:54:00,4182.92,BANK_TRANSFER,Online Shopping,Pune,Chandigarh,3818.2239999999997,1.0955145638391044,2,2,RAPID_LOCATION_CHANGE,-0.03629536538134703,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Chandigarh to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01400,C0339,2026-03-12 14:57:00,10254.4,BANK_TRANSFER,Restaurant,Hyderabad,Pune,3818.2239999999997,2.685646520476536,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.12165529577686585,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Pune to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02601,C0342,2026-05-04 11:57:00,1381.61,CARD,Online Shopping,Delhi,Mumbai,1396.52,0.9893234611749204,2,2,RAPID_LOCATION_CHANGE,-0.024071103551905004,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Mumbai to Delhi at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00001,C0342,2026-05-04 12:00:00,5105.75,CARD,Travel,Mumbai,Delhi,1396.52,3.6560521868644917,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11186146221851512,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Delhi to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00463,C0342,2026-05-04 12:03:00,531.39,ATM,Electronics,Chandigarh,Mumbai,1396.52,0.3805101251682754,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11778588516640665,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Mumbai to Chandigarh within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00085,C0349,2026-05-02 09:34:00,1804.12,UPI,Electronics,Mumbai,Dehradun,1475.19,1.2229746676699271,2,2,RAPID_LOCATION_CHANGE,-0.01226149972754631,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Mumbai at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01881,C0349,2026-05-02 09:37:00,1455.82,BANK_TRANSFER,Restaurant,Dehradun,Mumbai,1475.19,0.9868694879981561,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06711910551978062,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Mumbai to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00860,C0349,2026-05-02 09:40:00,299.97,ATM,Utilities,Bengaluru,Dehradun,1475.19,0.20334329815142457,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11817995603827525,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Dehradun to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01969,C0359,2026-05-21 08:42:00,35329.37,CARD,Utilities,Bengaluru,Pune,6742.791666666667,5.239576090516416,2,2,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION;RAPID_LOCATION_CHANGE,-0.12649747424001767,80,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹35,329.37 is unusually high. Transaction amount is 5.2x the customer's average transaction amount. Location changed from Pune to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX01522,C0359,2026-05-21 08:45:00,1063.67,BANK_TRANSFER,Online Shopping,Hyderabad,Bengaluru,6742.791666666667,0.1577492013075692,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07964438083598635,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Bengaluru to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00346,C0361,2026-06-05 23:35:00,493.53,BANK_TRANSFER,Restaurant,Chandigarh,Dehradun,1152.33375,0.4282873776802944,2,2,RAPID_LOCATION_CHANGE,-0.01974368329537879,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Chandigarh at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02300,C0361,2026-06-05 23:38:00,862.45,UPI,Restaurant,Dehradun,Chandigarh,1152.33375,0.7484376813575061,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06706298253273446,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Chandigarh to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02676,C0361,2026-06-05 23:41:00,264.38,ATM,Online Shopping,Mumbai,Dehradun,1152.33375,0.229430058782883,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11970955819017093,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Dehradun to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00435,C0390,2026-04-27 19:07:00,69388.82,CARD,Utilities,Mumbai,Dehradun,11997.86,5.783433045559792,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.12060010427201495,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹69,388.82 is unusually high. Transaction amount is 5.8x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02332,C0397,2026-05-12 02:38:00,73412.3,UPI,Grocery,Bengaluru,Hyderabad,8524.176,8.61224592265575,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.1486553171670042,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹73,412.30 is unusually high. Transaction amount is 8.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX00274,C0398,2026-01-17 20:52:00,1531.27,ATM,Electronics,Dehradun,Mumbai,1422.3374999999999,1.0765869563306882,2,2,RAPID_LOCATION_CHANGE,-0.031952450206405025,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Mumbai to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01194,C0398,2026-01-17 20:55:00,2717.66,BANK_TRANSFER,Restaurant,Dehradun,Dehradun,1422.3374999999999,1.9106998163234816,3,3,HIGH_VELOCITY,-0.09077351180471749,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02074,C0404,2026-06-28 06:49:00,1207.42,UPI,Restaurant,Chandigarh,Dehradun,1373.038,0.8793784294389522,2,2,RAPID_LOCATION_CHANGE,-0.020354305478741064,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Chandigarh within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01217,C0404,2026-06-28 06:52:00,1106.05,CARD,Utilities,Chandigarh,Chandigarh,1373.038,0.8055494458274279,3,3,HIGH_VELOCITY,-0.07984328741004931,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02436,C0420,2026-06-19 13:05:00,1528.21,UPI,Electronics,Chandigarh,Jaipur,1830.3125,0.834944852313471,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08761461663543957,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Jaipur to Chandigarh within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02832,C0420,2026-06-19 13:08:00,3830.78,CARD,Pharmacy,Bengaluru,Chandigarh,1830.3125,2.0929649991463206,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.13817266618618984,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Chandigarh to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01586,C0425,2026-06-26 17:29:00,1765.25,UPI,Online Shopping,Jaipur,Pune,1134.9325,1.5553788441162801,2,2,RAPID_LOCATION_CHANGE,-0.014132116707930353,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Pune to Jaipur at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01931,C0425,2026-06-26 17:32:00,983.28,ATM,Grocery,Pune,Jaipur,1134.9325,0.8663775158434533,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.0640746878697237,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Jaipur to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02916,C0425,2026-06-26 17:35:00,2621.48,CARD,Utilities,Jaipur,Pune,1134.9325,2.3098113764474983,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.12032612729343506,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Pune to Jaipur within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01539,C0432,2026-06-11 17:41:00,1062.77,UPI,Travel,Hyderabad,Mumbai,1403.7416666666668,0.7570979940516119,2,2,RAPID_LOCATION_CHANGE,-0.028778603430687832,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Mumbai to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00110,C0432,2026-06-11 17:44:00,788.11,ATM,Online Shopping,Bengaluru,Hyderabad,1403.7416666666668,0.5614352118445345,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08342084912357262,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Hyderabad to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02980,C0442,2026-01-29 10:06:00,76610.76,ATM,Electronics,Delhi,Dehradun,13944.448333333334,5.4939971929091485,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.11111572295324057,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹76,610.76 is unusually high. Transaction amount is 5.5x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02455,C0447,2026-04-06 23:11:00,54318.47,UPI,Restaurant,Bengaluru,Hyderabad,9693.250000000002,5.603741779073065,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.12130924173746938,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹54,318.47 is unusually high. Transaction amount is 5.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX00581,C0450,2026-02-25 07:42:00,7643.91,ATM,Utilities,Hyderabad,Delhi,8258.792500000001,0.9255481355173893,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.09916840138344474,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Delhi to Hyderabad within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01488,C0450,2026-02-25 07:45:00,479.51,BANK_TRANSFER,Travel,Dehradun,Hyderabad,8258.792500000001,0.05806054577591094,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11572848048624806,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Hyderabad to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX03000,C0450,2026-05-23 12:04:00,73134.58,BANK_TRANSFER,Utilities,Chandigarh,Mumbai,8258.792500000001,8.855359908848659,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.15035217045970728,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹73,134.58 is unusually high. Transaction amount is 8.9x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02464,C0452,2026-03-08 19:26:00,38721.95,UPI,Utilities,Jaipur,Pune,11034.835,3.5090647028251896,1,1,HIGH_AMOUNT,-0.029305888073164255,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹38,721.95 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX01089,C0455,2026-06-25 18:54:00,95921.5,BANK_TRANSFER,Pharmacy,Jaipur,Hyderabad,11810.646666666667,8.121612872453497,1,1,HIGH_AMOUNT;HIGH_AMOUNT_DEVIATION,-0.14429129785020423,65,HIGH,HIGH_AMOUNT (+25); HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹95,921.50 is unusually high. Transaction amount is 8.1x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.",Escalate for detailed review
TX02364,C0456,2026-03-02 05:14:00,79269.3,UPI,Electronics,Hyderabad,Dehradun,16540.772,4.792357938311464,1,1,HIGH_AMOUNT,-0.1176553581546993,45,MEDIUM,HIGH_AMOUNT (+25); ISOLATION_FOREST_ANOMALY (+20),"Transaction amount of ₹79,269.30 is unusually high. Isolation Forest identified the transaction as statistically unusual.",Request additional verification
TX02165,C0458,2026-03-01 07:06:00,1820.59,BANK_TRANSFER,Grocery,Mumbai,Hyderabad,3060.456666666667,0.594875274604988,2,2,RAPID_LOCATION_CHANGE,-0.013748478365524841,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Mumbai at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00182,C0458,2026-03-01 07:09:00,775.43,UPI,Grocery,Jaipur,Mumbai,3060.456666666667,0.2533706843314233,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07506234262849087,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Mumbai to Jaipur within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00490,C0458,2026-03-01 07:12:00,2340.32,BANK_TRANSFER,Online Shopping,Pune,Jaipur,3060.456666666667,0.7646963361676961,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.12215215346369934,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Jaipur to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02320,C0459,2026-04-04 10:32:00,1312.93,CARD,Online Shopping,Chandigarh,Dehradun,1869.5953846153848,0.7022535521877625,2,2,RAPID_LOCATION_CHANGE,-0.026059742978238543,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Chandigarh at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01828,C0459,2026-04-04 10:35:00,2792.61,UPI,Utilities,Mumbai,Chandigarh,1869.5953846153848,1.4936975256678326,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.08305874530881052,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Chandigarh to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00848,C0459,2026-04-04 10:38:00,398.12,BANK_TRANSFER,Travel,Bengaluru,Mumbai,1869.5953846153848,0.21294447091390403,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.1234774597667041,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Mumbai to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00210,C0466,2026-05-18 00:22:00,2033.99,BANK_TRANSFER,Electronics,Delhi,Bengaluru,1073.1889999999999,1.895276600859681,2,2,RAPID_LOCATION_CHANGE,-0.022044702154034646,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Bengaluru to Delhi at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00617,C0466,2026-05-18 00:25:00,819.23,UPI,Restaurant,Dehradun,Delhi,1073.1889999999999,0.7633604146147605,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.06793167421787938,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Delhi to Dehradun within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01198,C0466,2026-05-18 00:28:00,1070.99,UPI,Grocery,Bengaluru,Dehradun,1073.1889999999999,0.9979509666983171,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11750420257739735,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Dehradun to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00690,C0473,2026-04-15 19:56:00,556.92,CARD,Online Shopping,Pune,Delhi,1171.05,0.4755732035352888,2,2,RAPID_LOCATION_CHANGE,-0.006502242871550101,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Delhi to Pune at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX00993,C0473,2026-04-15 19:59:00,1420.96,CARD,Travel,Mumbai,Pune,1171.05,1.2134067717006107,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.07120677929335806,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Pune to Mumbai within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02137,C0473,2026-04-15 20:02:00,823.97,CARD,Electronics,Bengaluru,Mumbai,1171.05,0.703616412621152,4,4,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.11849326111332414,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),4 transactions occurred within a 10-minute window. Location changed from Mumbai to Bengaluru within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01554,C0485,2026-02-19 11:01:00,17467.98,UPI,Travel,Dehradun,Pune,3141.507,5.5603823260619825,1,1,HIGH_AMOUNT_DEVIATION,-0.043160527776180846,40,MEDIUM,HIGH_AMOUNT_DEVIATION (+20); ISOLATION_FOREST_ANOMALY (+20),Transaction amount is 5.6x the customer's average transaction amount. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02701,C0490,2026-05-28 15:28:00,1415.11,ATM,Travel,Pune,Hyderabad,2000.75,0.7072897663376233,2,2,RAPID_LOCATION_CHANGE,-0.013108600590842068,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Hyderabad to Pune within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX02224,C0490,2026-05-28 15:31:00,466.73,BANK_TRANSFER,Electronics,Jaipur,Pune,2000.75,0.2332775209296514,3,3,HIGH_VELOCITY;RAPID_LOCATION_CHANGE,-0.0734175880359974,55,MEDIUM,HIGH_VELOCITY (+20); RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Location changed from Pune to Jaipur within 3 minutes. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01356,C0491,2026-02-25 18:53:00,389.54,UPI,Pharmacy,Bengaluru,Dehradun,1212.99,0.3211403226737236,2,2,RAPID_LOCATION_CHANGE,-0.01614787578811805,35,MEDIUM,RAPID_LOCATION_CHANGE (+15); ISOLATION_FOREST_ANOMALY (+20),Location changed from Dehradun to Bengaluru at the same transaction timestamp. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
TX01352,C0491,2026-02-25 18:56:00,933.6,CARD,Restaurant,Bengaluru,Bengaluru,1212.99,0.7696683402171494,3,3,HIGH_VELOCITY,-0.06472520918795577,40,MEDIUM,HIGH_VELOCITY (+20); ISOLATION_FOREST_ANOMALY (+20),3 transactions occurred within a 10-minute window. Isolation Forest identified the transaction as statistically unusual.,Request additional verification
